pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---pt interaction	12	0	1	0	0	0	0	0	0	0	0	0	0
education---other	29	60	36	24	10	11	9	6	2	2	3	1	7
home---education	48	61	30	10	7	8	6	4	3	2	5	1	15
home---leisure	602	263	177	67	21	19	18	8	9	6	4	2	6
home---other	200	213	181	69	54	32	21	7	15	4	6	0	19
home---pt interaction	19	36	40	15	24	21	11	16	8	4	5	5	45
home---sharing booking interaction	28	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	162	145	84	49	30	17	14	6	7	7	1	1	3
home---work	223	472	250	115	88	47	48	22	35	15	4	10	62
leisure---home	614	303	187	68	30	21	20	8	8	5	4	2	6
leisure---leisure	2	2	1	0	1	0	1	0	0	1	0	0	0
leisure---pt interaction	3	3	1	4	1	1	2	1	1	0	0	1	3
leisure---sharing booking interaction	9	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	93	132	61	30	20	12	4	5	3	2	3	2	5
other---home	121	273	188	103	67	47	35	17	17	8	8	4	27
other---leisure	40	70	39	24	11	8	4	2	2	0	1	0	4
other---other	60	91	67	38	24	19	13	7	5	1	0	0	6
other---pt interaction	4	14	13	7	6	3	4	5	2	3	4	2	7
other---sharing booking interaction	3	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	44	53	26	15	10	4	6	1	1	0	1	1	1
other---work	3	10	11	6	2	0	2	0	1	0	0	0	1
pt interaction---PTSharing interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
pt interaction---home	16	26	38	21	12	15	4	6	8	4	3	5	38
pt interaction---leisure	7	5	5	1	1	1	1	1	1	0	0	0	3
pt interaction---other	6	11	10	7	4	4	1	4	4	3	1	2	7
pt interaction---pt interaction	68	31	36	38	41	51	25	24	23	23	25	26	255
pt interaction---shop	5	4	6	0	0	3	0	0	0	1	0	0	0
pt interaction---work	42	59	61	19	21	6	2	5	1	6	0	3	6
sharing booking interaction---sharing pickup interaction	62	6	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	13	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	21	1	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	7	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	4	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	22	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	31	20	14	3	0	0	0	0	0	0	0	0	0
shop---home	140	135	68	38	21	15	12	8	4	4	1	1	3
shop---leisure	14	24	11	10	4	3	1	1	2	0	0	1	0
shop---pt interaction	3	7	0	1	2	2	0	2	1	0	0	0	3
shop---sharing booking interaction	4	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	41	67	23	12	6	6	3	1	1	1	1	0	0
work---home	196	502	296	128	80	44	42	40	24	28	7	7	88
work---leisure	52	58	24	6	7	4	3	4	1	0	3	1	4
work---other	47	110	73	47	36	23	9	11	3	2	4	0	4
work---pt interaction	34	44	36	19	20	4	1	1	1	4	0	0	3
work---sharing booking interaction	29	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1064.303076798837 seconds = 00:17:44
