pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	47	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---home	0	0	0	0	0	0	0	0	0	0	0	0	2
SharingPT interaction---other	0	0	0	0	0	0	0	0	0	0	0	0	1
SharingPT interaction---pt interaction	1	0	0	0	0	0	0	0	0	0	0	0	0
education---other	36	62	34	20	11	11	9	4	0	3	3	1	6
home---PTSharing interaction	0	0	0	0	0	0	0	1	0	0	2	0	14
home---education	64	48	28	13	7	8	5	2	3	3	4	5	10
home---leisure	583	210	106	47	19	19	19	12	20	44	63	13	18
home---other	228	190	156	66	59	39	18	6	17	6	14	1	28
home---pt interaction	6	14	5	6	4	10	4	4	2	2	3	1	13
home---sharing booking interaction	63	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	182	126	68	35	22	15	9	8	5	6	3	2	37
home---work	265	458	236	116	92	48	51	28	46	24	9	12	107
leisure---PTSharing interaction	0	0	0	0	0	0	1	1	0	1	0	0	4
leisure---home	589	247	110	45	24	22	22	12	19	43	66	14	20
leisure---leisure	2	3	1	0	0	0	1	0	0	1	0	0	0
leisure---pt interaction	1	0	0	0	0	0	0	0	0	1	0	0	0
leisure---sharing booking interaction	17	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	127	112	48	28	18	11	5	5	2	3	2	2	6
other---PTSharing interaction	0	0	0	0	0	0	0	0	0	0	0	0	1
other---home	158	257	173	95	62	49	30	20	14	7	8	6	27
other---leisure	48	60	38	26	14	6	4	1	2	0	1	0	9
other---other	63	93	68	31	23	17	12	5	4	1	1	1	13
other---pt interaction	2	2	2	0	0	0	0	0	0	0	0	1	0
other---sharing booking interaction	14	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	46	50	28	16	9	3	7	1	1	0	2	1	4
other---work	5	8	9	7	2	0	2	0	1	0	0	0	4
pt interaction---PTSharing interaction	7	1	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	1	12	7	5	2	3	1	3	0	0	2	0	7
pt interaction---leisure	0	0	1	1	0	0	1	0	0	0	0	0	0
pt interaction---other	1	2	3	0	1	0	2	1	0	0	0	1	1
pt interaction---pt interaction	20	10	10	5	7	12	5	7	6	4	4	5	81
pt interaction---shop	2	0	0	0	0	2	0	0	0	0	0	0	0
pt interaction---work	14	15	18	5	7	2	0	1	0	2	0	0	1
sharing booking interaction---sharing pickup interaction	43	3	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	4	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	21	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	3	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	4	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	14	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	15	13	7	4	3	1	0	0	0	1	0	0	2
shop---home	154	121	52	23	17	10	7	8	4	5	4	1	28
shop---leisure	17	26	10	7	3	5	0	1	2	0	1	0	1
shop---pt interaction	2	1	2	0	2	1	0	0	0	0	0	0	0
shop---sharing booking interaction	7	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	49	61	24	12	4	7	3	1	2	0	1	0	4
work---PTSharing interaction	0	0	0	0	0	0	1	1	0	0	0	0	11
work---home	243	477	255	118	87	55	46	42	31	32	9	7	113
work---leisure	62	53	20	5	6	4	3	3	1	1	2	1	6
work---other	60	108	65	41	32	25	7	8	2	3	4	0	5
work---pt interaction	9	14	13	3	5	1	0	0	0	0	0	0	0
work---sharing booking interaction	32	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1171.506116617555 seconds = 00:19:31
