pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	2	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---pt interaction	8	0	4	0	0	0	0	0	0	0	0	0	0
education---other	29	60	38	22	9	13	8	6	2	3	2	1	7
home---education	48	62	29	10	7	8	7	4	2	2	5	1	15
home---leisure	610	258	174	64	24	17	19	8	9	5	6	2	6
home---other	198	212	181	71	62	35	22	6	17	3	6	0	20
home---pt interaction	15	31	36	17	22	20	12	15	5	4	4	5	40
home---sharing booking interaction	28	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	162	149	87	45	23	20	13	6	8	7	1	1	3
home---work	221	482	259	112	91	40	45	26	33	16	5	9	62
leisure---home	610	301	190	71	31	20	20	7	9	5	5	2	6
leisure---leisure	2	3	1	0	0	0	1	0	0	1	0	0	0
leisure---pt interaction	2	9	2	5	2	2	1	2	1	1	0	0	1
leisure---sharing booking interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	101	129	53	27	19	12	5	6	3	2	3	2	5
other---home	127	267	194	109	65	48	35	17	16	8	8	4	27
other---leisure	42	61	43	26	12	7	4	3	2	0	1	0	4
other---other	52	94	72	37	24	20	12	6	5	1	0	0	6
other---pt interaction	4	7	12	7	6	0	5	2	3	2	4	1	6
other---sharing booking interaction	7	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	44	52	26	16	10	7	6	1	1	0	1	1	1
other---work	3	11	9	7	1	0	2	0	1	0	0	0	1
pt interaction---PTSharing interaction	1	0	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	16	24	33	20	14	15	5	10	8	2	2	5	34
pt interaction---leisure	1	6	4	3	1	1	1	2	1	0	0	1	4
pt interaction---other	3	7	6	8	2	5	3	2	4	4	1	2	6
pt interaction---pt interaction	65	22	23	32	27	53	28	23	32	19	26	20	262
pt interaction---shop	3	4	4	0	2	3	0	0	1	1	0	0	1
pt interaction---work	38	58	56	21	23	6	2	4	2	6	0	4	7
sharing booking interaction---sharing pickup interaction	48	11	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	12	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	14	3	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	5	2	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	6	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	17	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	23	20	14	0	2	0	0	0	0	0	0	0	0
shop---home	148	134	64	38	22	15	12	9	4	4	1	1	3
shop---leisure	13	26	11	10	3	3	0	1	2	0	0	1	0
shop---pt interaction	1	5	2	2	3	2	0	1	1	0	0	1	2
shop---sharing booking interaction	2	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	44	63	29	11	5	5	2	1	1	1	1	0	0
work---home	209	494	282	128	81	52	41	36	24	28	7	7	89
work---leisure	50	60	25	6	8	4	3	4	1	0	3	1	4
work---other	54	108	75	46	31	21	9	12	2	1	4	0	4
work---pt interaction	33	38	51	18	19	2	1	0	2	4	0	0	4
work---sharing booking interaction	24	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1067.350700097688 seconds = 00:17:47
