pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
education---other	36	65	34	18	10	13	7	4	0	3	3	1	6
home---education	68	46	26	13	9	6	5	2	3	3	4	5	10
home---leisure	591	210	103	54	24	20	21	12	20	49	78	17	20
home---other	236	198	166	67	59	39	23	8	17	6	13	0	20
home---pt interaction	2	6	2	4	1	3	1	0	0	0	0	0	2
home---shop	194	127	68	33	20	16	10	7	5	8	5	1	40
home---work	280	473	255	124	104	54	59	37	49	27	10	14	112
leisure---home	604	244	117	57	27	23	24	14	19	48	78	17	20
leisure---leisure	2	3	1	0	0	0	1	0	0	1	0	0	0
leisure---work	134	115	53	30	20	11	5	7	3	2	3	2	6
other---home	171	263	183	97	72	49	32	23	16	6	8	6	25
other---leisure	49	64	40	28	14	8	3	3	2	0	1	0	4
other---other	70	95	71	35	26	18	14	7	5	1	0	0	8
other---shop	51	54	26	16	11	3	7	1	1	0	1	1	3
other---work	5	9	10	6	2	0	2	0	1	0	0	0	4
pt interaction---home	0	5	4	3	1	1	1	0	0	0	0	0	2
pt interaction---pt interaction	5	3	3	2	1	2	1	3	3	1	2	2	21
pt interaction---shop	1	0	0	0	0	1	0	0	0	0	0	0	0
pt interaction---work	3	7	4	2	1	0	0	0	0	1	0	0	1
shop---home	167	122	48	22	17	14	8	9	3	6	5	1	35
shop---leisure	17	26	9	9	3	5	0	1	2	0	0	1	0
shop---pt interaction	2	1	1	0	2	0	0	0	0	0	0	0	0
shop---work	54	65	24	11	5	7	3	1	2	1	2	0	0
work---home	260	500	276	136	94	63	49	55	33	38	8	10	119
work---leisure	67	55	20	7	6	4	3	4	1	0	3	1	4
work---other	66	109	72	49	36	25	8	12	2	3	4	0	5
work---pt interaction	2	4	4	1	1	0	0	0	0	0	0	0	0

average trip duration: 1026.5284280936455 seconds = 00:17:06
