pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	192	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---home	0	0	0	0	0	0	0	0	0	0	0	0	1
SharingPT interaction---pt interaction	4	0	0	0	0	0	0	0	0	0	0	0	0
education---other	30	62	36	21	13	11	7	5	2	3	3	0	7
home---PTSharing interaction	0	0	0	0	2	1	0	5	4	4	4	1	58
home---education	49	61	28	13	5	11	4	3	3	2	5	2	14
home---leisure	559	216	118	50	22	14	15	6	7	9	11	4	14
home---other	180	192	147	58	46	24	17	3	15	10	10	3	42
home---pt interaction	16	31	33	15	13	14	9	13	7	3	3	4	22
home---sharing booking interaction	204	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	154	140	67	40	24	13	10	8	4	5	1	2	19
home---work	207	411	208	105	69	27	32	17	18	12	5	9	125
leisure---PTSharing interaction	0	0	0	0	1	0	0	1	3	2	0	0	9
leisure---home	556	241	136	39	23	13	12	5	6	8	10	5	19
leisure---leisure	2	2	1	0	0	0	1	0	0	1	0	0	0
leisure---pt interaction	2	3	2	3	0	1	0	0	2	0	0	0	1
leisure---sharing booking interaction	58	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	88	99	34	20	13	7	4	2	3	1	1	2	18
other---PTSharing interaction	0	0	0	0	1	0	0	0	2	1	0	1	16
other---home	117	221	152	69	51	33	21	7	11	8	7	6	46
other---leisure	36	52	41	17	11	2	5	2	1	1	1	2	13
other---other	41	70	54	24	13	8	6	5	2	4	0	0	20
other---pt interaction	2	11	11	3	4	2	1	3	3	2	4	2	3
other---sharing booking interaction	56	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	35	43	22	10	6	3	6	1	1	0	1	1	3
other---work	1	9	5	5	0	1	1	0	1	0	0	0	6
pt interaction---PTSharing interaction	40	2	2	0	0	0	0	0	0	0	0	0	0
pt interaction---home	5	22	23	8	9	6	2	6	3	1	3	3	17
pt interaction---leisure	2	2	3	1	0	0	2	1	0	0	0	0	2
pt interaction---other	1	5	12	7	3	4	3	2	4	4	0	1	5
pt interaction---pt interaction	42	18	25	31	27	34	19	23	17	14	18	15	165
pt interaction---shop	5	2	3	0	0	2	0	0	1	0	0	0	1
pt interaction---work	22	36	42	13	11	2	2	3	0	5	0	3	3
sharing booking interaction---sharing pickup interaction	146	7	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	5	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	50	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	18	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	18	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---shop	9	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	51	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	45	41	26	19	12	2	0	1	0	0	2	0	3
sharing pickup interaction---sharing pickup interaction	3	0	0	0	0	0	0	0	0	0	0	0	0
shop---PTSharing interaction	0	0	0	0	0	0	0	0	0	0	0	1	1
shop---home	134	121	57	34	18	9	10	6	3	2	1	2	9
shop---leisure	12	25	10	9	1	3	1	1	2	0	1	0	3
shop---pt interaction	2	1	1	1	2	1	0	2	1	0	0	1	1
shop---sharing booking interaction	21	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	27	58	14	10	5	2	3	1	3	0	3	0	6
work---PTSharing interaction	0	0	0	0	0	0	0	4	1	0	1	0	24
work---home	182	421	203	109	56	30	25	15	13	17	6	8	136
work---leisure	38	48	16	4	5	2	1	2	1	0	2	0	7
work---other	41	78	38	28	27	13	7	2	2	3	7	1	21
work---pt interaction	25	22	32	8	12	2	0	0	0	5	0	0	2
work---sharing booking interaction	108	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1530.7775515623616 seconds = 00:25:30
