pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	2	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---pt interaction	13	0	2	0	0	0	0	0	0	0	0	0	0
education---other	30	59	39	21	11	11	8	6	2	3	3	0	7
home---education	50	60	29	10	7	9	7	2	3	3	4	1	15
home---leisure	602	262	177	58	22	15	18	10	10	7	9	4	7
home---other	205	206	181	71	54	36	23	7	14	4	6	0	19
home---pt interaction	18	30	39	19	18	15	15	14	5	2	5	3	39
home---sharing booking interaction	34	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	161	151	81	40	29	18	13	7	7	6	2	1	8
home---work	235	476	257	116	85	41	47	25	33	19	4	10	63
leisure---home	613	298	177	70	32	22	19	11	9	7	8	4	7
leisure---leisure	2	3	1	0	0	0	1	0	0	1	0	0	0
leisure---pt interaction	2	4	0	6	3	1	1	2	0	0	0	1	1
leisure---sharing booking interaction	9	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	107	127	55	28	17	11	5	6	3	2	3	2	5
other---home	126	269	193	105	68	48	35	18	15	9	8	5	26
other---leisure	37	68	42	27	12	8	3	3	2	0	1	0	4
other---other	58	92	74	37	21	17	12	8	5	1	0	0	7
other---pt interaction	4	5	15	3	2	1	5	6	3	2	5	0	4
other---sharing booking interaction	7	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	41	59	28	15	9	4	7	1	1	0	1	1	1
other---work	3	10	9	6	2	0	2	0	1	0	0	0	1
pt interaction---PTSharing interaction	2	0	0	0	0	0	0	0	0	0	0	0	0
pt interaction---home	12	31	25	23	9	17	3	6	5	2	3	5	35
pt interaction---leisure	2	4	4	3	2	1	2	3	1	0	0	0	3
pt interaction---other	7	9	7	11	2	5	5	2	3	2	1	3	8
pt interaction---pt interaction	64	27	26	35	33	43	28	26	30	23	20	17	240
pt interaction---shop	3	2	4	0	2	3	0	0	1	0	0	0	1
pt interaction---work	31	50	60	17	22	6	2	3	1	7	0	3	6
sharing booking interaction---sharing pickup interaction	61	7	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	15	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	20	1	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	3	1	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	3	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---shop	1	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	22	1	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	29	18	19	1	0	0	0	0	0	0	0	0	0
shop---home	144	137	65	35	22	13	12	8	5	3	2	1	7
shop---leisure	15	26	11	8	3	3	0	1	2	0	0	1	0
shop---pt interaction	2	4	0	2	3	2	0	1	1	0	0	0	2
shop---sharing booking interaction	4	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	39	64	31	13	4	7	2	1	2	0	1	0	0
work---home	211	502	286	135	77	44	40	30	31	29	7	7	89
work---leisure	50	58	28	7	7	4	4	4	1	0	3	1	4
work---other	56	106	69	50	29	20	11	11	2	2	4	0	4
work---pt interaction	24	43	47	16	19	5	1	1	2	5	0	0	2
work---sharing booking interaction	23	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1062.470468431772 seconds = 00:17:42
