pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	132	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---home	0	0	0	0	1	0	0	0	0	0	0	0	2
SharingPT interaction---other	0	0	0	0	0	0	0	0	0	0	0	0	1
SharingPT interaction---pt interaction	7	0	2	0	0	0	0	0	0	0	0	0	0
education---other	30	66	32	23	11	10	10	4	1	3	3	1	6
home---PTSharing interaction	0	0	0	0	0	0	1	1	4	4	2	0	34
home---education	57	55	27	12	5	12	3	3	4	2	4	3	13
home---leisure	564	212	117	38	20	16	19	9	16	27	34	9	26
home---other	201	195	156	62	55	33	21	4	12	7	13	1	41
home---pt interaction	8	24	15	9	10	13	8	13	4	2	3	3	21
home---sharing booking interaction	141	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	167	119	75	40	25	14	10	6	4	7	4	1	31
home---work	229	439	217	104	76	34	36	27	29	13	8	11	131
leisure---PTSharing interaction	0	0	0	0	0	1	1	1	1	1	0	0	10
leisure---home	564	247	123	39	23	19	21	10	12	24	30	12	19
leisure---leisure	2	3	1	0	0	0	1	0	0	1	0	0	0
leisure---pt interaction	2	2	3	1	0	0	1	1	0	0	0	0	2
leisure---sharing booking interaction	47	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	95	101	42	26	16	10	4	5	2	1	1	1	13
other---PTSharing interaction	0	0	0	0	0	0	0	0	2	0	0	0	12
other---home	120	248	175	80	59	41	25	13	18	6	6	6	37
other---leisure	37	54	36	26	9	4	3	0	3	3	1	0	13
other---other	56	75	54	27	22	9	11	6	4	1	3	1	13
other---pt interaction	4	6	6	1	3	3	2	0	2	1	1	1	2
other---sharing booking interaction	42	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	42	39	27	13	5	3	5	1	1	0	2	1	4
other---work	3	10	9	6	1	0	1	0	2	0	0	0	5
pt interaction---PTSharing interaction	19	1	5	0	0	0	0	0	0	0	0	0	0
pt interaction---home	4	16	9	5	6	4	3	4	5	2	2	2	11
pt interaction---leisure	0	5	3	3	1	0	1	1	0	0	0	0	3
pt interaction---other	2	2	6	3	1	2	2	1	0	3	1	1	3
pt interaction---pt interaction	37	13	17	25	17	28	13	16	13	11	10	13	128
pt interaction---shop	4	2	1	0	0	1	0	0	1	0	0	0	1
pt interaction---work	23	27	39	12	10	2	2	2	0	3	0	0	5
sharing booking interaction---sharing pickup interaction	132	13	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	13	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	43	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	16	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	19	1	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---shop	5	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	47	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	46	39	30	10	10	1	3	0	0	2	1	0	2
sharing pickup interaction---sharing pickup interaction	2	0	0	0	0	0	0	0	0	0	0	0	0
shop---PTSharing interaction	0	0	0	0	2	0	0	0	0	0	0	0	3
shop---home	141	114	58	27	21	9	6	8	3	3	4	1	23
shop---leisure	15	22	11	8	2	2	1	1	2	0	1	0	2
shop---pt interaction	2	5	2	2	3	1	0	0	1	0	0	0	0
shop---sharing booking interaction	16	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	37	52	17	11	4	5	2	0	3	0	2	1	5
work---PTSharing interaction	0	0	0	0	0	0	1	1	0	0	0	1	24
work---home	209	442	237	123	73	39	35	32	21	20	7	9	115
work---leisure	47	48	15	4	6	3	3	4	0	1	2	0	6
work---other	45	91	57	34	25	14	4	5	1	4	4	0	19
work---pt interaction	14	13	26	8	10	2	0	1	0	1	0	0	1
work---sharing booking interaction	87	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1396.0960447044442 seconds = 00:23:16
