pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
PTSharing interaction---sharing booking interaction	215	0	0	0	0	0	0	0	0	0	0	0	0
SharingPT interaction---PTSharing interaction	0	0	0	0	0	0	0	0	0	0	0	0	1
SharingPT interaction---other	0	0	0	0	0	0	0	0	0	0	0	0	1
SharingPT interaction---pt interaction	7	0	2	0	0	0	0	0	0	0	0	0	0
education---other	31	63	32	23	10	13	8	6	1	3	2	1	7
home---PTSharing interaction	0	0	0	1	2	1	4	2	4	2	2	1	62
home---education	49	61	28	12	6	10	6	3	3	2	4	3	13
home---leisure	557	199	141	43	16	7	11	4	6	10	12	0	23
home---other	177	182	155	65	47	25	15	3	15	9	9	4	59
home---pt interaction	15	35	28	16	17	19	11	13	8	1	1	2	37
home---sharing booking interaction	197	0	0	0	0	0	0	0	0	0	0	0	0
home---shop	152	130	78	37	27	12	7	4	5	5	2	5	20
home---work	203	417	212	87	62	19	28	17	12	8	3	5	156
leisure---PTSharing interaction	0	0	0	0	0	0	1	1	2	2	2	1	6
leisure---home	540	227	135	37	17	10	11	11	10	10	11	2	22
leisure---leisure	1	2	1	0	0	0	1	0	0	0	0	0	0
leisure---pt interaction	2	4	2	2	0	1	0	1	1	2	0	0	4
leisure---sharing booking interaction	75	0	0	0	0	0	0	0	0	0	0	0	0
leisure---work	76	92	53	17	11	5	2	2	2	1	3	2	18
other---PTSharing interaction	0	0	0	0	1	0	1	1	1	0	0	2	17
other---home	114	207	144	76	45	25	22	12	18	9	3	5	46
other---leisure	41	40	33	19	7	3	5	0	2	3	2	0	13
other---other	48	73	49	22	11	5	8	3	6	1	0	3	18
other---pt interaction	5	16	7	4	5	1	2	4	2	2	5	2	8
other---sharing booking interaction	66	0	0	0	0	0	0	0	0	0	0	0	0
other---shop	34	43	21	16	5	2	5	1	2	2	5	0	4
other---work	3	7	8	5	1	1	2	0	0	0	0	0	1
pt interaction---PTSharing interaction	43	2	6	0	0	0	0	0	0	0	0	0	0
pt interaction---home	11	16	22	15	14	10	2	6	3	1	2	5	24
pt interaction---leisure	5	8	1	2	1	1	3	1	0	0	0	0	1
pt interaction---other	3	7	6	4	2	8	1	1	3	2	1	1	5
pt interaction---pt interaction	56	30	30	43	36	36	22	24	18	13	20	19	180
pt interaction---shop	2	2	2	0	0	4	0	0	1	1	0	0	0
pt interaction---work	33	46	44	9	18	2	2	3	1	8	0	2	4
sharing booking interaction---sharing pickup interaction	141	8	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---SharingPT interaction	11	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---home	48	2	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---leisure	23	2	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---other	12	0	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---shop	4	1	0	0	0	0	0	0	0	0	0	0	0
sharing dropoff interaction---work	46	0	0	0	0	0	0	0	0	0	0	0	0
sharing pickup interaction---sharing dropoff interaction	48	40	17	22	9	1	1	4	0	0	1	1	5
sharing pickup interaction---sharing pickup interaction	1	0	0	0	0	0	0	0	0	0	0	0	0
shop---PTSharing interaction	0	0	0	1	0	1	0	0	3	0	0	1	6
shop---home	125	114	57	36	22	5	9	5	5	3	1	1	14
shop---leisure	16	22	10	8	4	4	0	1	0	0	1	1	1
shop---pt interaction	4	2	3	1	1	0	0	1	1	0	0	1	1
shop---sharing booking interaction	24	0	0	0	0	0	0	0	0	0	0	0	0
shop---work	30	49	18	13	2	2	2	1	1	0	2	0	5
work---PTSharing interaction	0	0	0	0	0	2	0	3	0	1	0	1	25
work---home	191	424	207	92	53	22	22	26	15	17	6	5	118
work---leisure	39	43	18	5	3	2	3	2	0	0	1	1	8
work---other	34	69	47	33	25	10	4	2	4	1	5	0	24
work---pt interaction	25	37	26	8	18	1	0	1	0	9	0	0	1
work---sharing booking interaction	115	0	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 1574.3999474559944 seconds = 00:26:14
